name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,description_formated,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic
Targeted Bomb Admixture,transmutation,,,alchemist 1,1 standard action,"V, S",0,personal,,,you,1 round/level,0,0,,,"Upon drinking an extract created with this formula, you make a significant change to your magical reserve that modifies the nature of all bombs you create and throw during this extract's duration. This effect on your magical reserve has no effect on any discoveries that you use to modify your bombs, but you can only have one admixture effect (formula with the word ""bomb admixture"" in its title) active at a time. If you drink another bomb admixture, the effects of the former bomb admixture end and the new one becomes active. When you throw bombs, they can only hit a direct target; they do not splash. However, the bomb deals its base damage plus double your Intelligence modifier instead of just its base damage plus your Intelligence modifier.","<p>Upon drinking an extract created with this formula, you make a significant change to your magical reserve that modifies the nature of all bombs you create and throw during this extract's duration. This effect on your magical reserve has no effect on any discoveries that you use to modify your bombs, but you can only have one admixture effect (formula with the word ""bomb admixture"" in its title) active at a time. If you drink another bomb admixture, the effects of the former bomb admixture end and the new one becomes active. When you throw bombs, they can only hit a direct target; they do not splash. However, the bomb deals its base damage plus double your Intelligence modifier instead of just its base damage plus your Intelligence modifier.</p>",Ultimate Combat,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,,1,,Empowers bombs you throw to deal more damage to a single creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Targeted Bomb Admixture,1421,NULL,,,,,0
Telekinetic Assembly,transmutation,,,"magus 2, sorcerer/wizard 2",Casting time 1 minute,"V, S, F (a miniature of the target siege engine, costing 10 gp)",1,close (25 ft + 5 ft./2 levels),,,one disassembled siege engine,instantaneous,0,0,none,no,"You assemble a siege engine, using up to one fewer worker per two caster levels you possess. You can do without one additional worker if you have any ranks in Knowledge (engineering), plus one additional worker per 5 ranks you have in that skill. If your caster level combined with Knowledge (engineering) fails to eliminate the need for workers, this spell fails.","<p>You assemble a siege engine, using up to one fewer worker per two caster levels you possess. You can do without one additional worker if you have any ranks in Knowledge (engineering), plus one additional worker per 5 ranks you have in that skill. If your caster level combined with Knowledge (engineering) fails to eliminate the need for workers, this spell fails.</p>",Ultimate Combat,1,1,0,0,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,2,,Assembles a siege engine using 1 fewer worker for every two caster levels.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Telekinetic Assembly,1422,10,,,,,0
Telekinetic Charge,evocation,,force,sorcerer/wizard 4,1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one willing creature,instantaneous,0,0,Will negates (harmless),yes (harmless),"You telekinetically launch an ally across the battlefield to anywhere within this spell's range. While moving, your ally is flying just above the ground unless you wish otherwise. Movement from this spell provokes attacks of opportunity as normal, although you can lift your ally over objects or out of enemy reach, as long as your ally remains within this spell's range. If your ally lands adjacent to an opponent, he can spend an immediate action to make a melee attack against that opponent with a +2 bonus on the attack roll.","<p>You telekinetically launch an ally across the battlefield to anywhere within this spell's range. While moving, your ally is flying just above the ground unless you wish otherwise. Movement from this spell provokes attacks of opportunity as normal, although you can lift your ally over objects or out of enemy reach, as long as your ally remains within this spell's range. If your ally lands adjacent to an opponent, he can spend an immediate action to make a melee attack against that opponent with a +2 bonus on the attack roll.</p>",Ultimate Combat,1,1,0,0,0,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,4,,Launches an ally through the air.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Telekinetic Charge,1423,NULL,,,,,0
Terrain Bond,enchantment,,,ranger 4,1 standard action,"V, S, M (a pinch of earth taken from your most favored terrain)",0,personal,,,you,1 hour/2 levels (D),1,0,,,"You call upon the spirits of nature to help you adapt to your environment. You treat the terrain you are in as your most favored terrain until this spell ends. If you do not have the favored terrain class feature, you gain no benefit from this spell.","<p>You call upon the spirits of nature to help you adapt to your environment. You treat the terrain you are in as your most favored terrain until this spell ends. If you do not have the favored terrain class feature, you gain no benefit from this spell.</p>",Ultimate Combat,1,1,1,0,0,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,4,,Treat the terrain you are in as a favored terrain for the spell's duration.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terrain Bond,1424,NULL,,,,,0
Thunder Fire,transmutation,,,"bard 2, sorcerer/wizard 2, witch 2",1 standard action,"V, S, M (a piece of spent thunderstone)",0,close (25 ft. + 5 ft./2 levels),,,1 loaded firearm,instantaneous,0,0,"Will negates (object), see text","yes (object), see text","The firearm targeted creates a thunderous report, even if the firearm is not loaded. Every creature within 15 feet of the creature wielding or carrying the firearm must succeed at a Fortitude save or be deafened for 1 minute. The creature wielding or carrying the firearm takes a -4 penalty on this saving throw, and his misfire range increases by 1 for 1d4 rounds. If the firearm was loaded when it was targeted by this spell, that ammunition is wasted.","<p>The firearm targeted creates a thunderous report, even if the firearm is not loaded. Every creature within 15 feet of the creature wielding or carrying the firearm must succeed at a Fortitude save or be deafened for 1 minute. The creature wielding or carrying the firearm takes a -4 penalty on this saving throw, and his misfire range increases by 1 for 1d4 rounds. If the firearm was loaded when it was targeted by this spell, that ammunition is wasted.</p>",Ultimate Combat,1,1,1,0,0,2,2,NULL,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,,2,,Ammunition in the targeted firearm deafens opponents.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder Fire,1425,NULL,,,,,0
"Tongues, Communal",divination,,,"alchemist 4, bard 3, cleric 5/oracle 5, sorcerer/wizard 4, summoner 4, witch 4",1 standard action,"V, M/DF (a clay model of a ziggurat)",0,touch,,,creatures touched,10 min./level,0,0,Will negates (harmless),no,"This spell functions like tongues, except you divide the duration in 10-minute intervals among the creatures touched.","<p>This spell functions like <i>tongues</i>, except you divide the duration in 10-minute intervals among the creatures touched.</p>",Ultimate Combat,1,0,1,0,1,4,4,5,NULL,NULL,3,NULL,4,4,4,NULL,5,NULL,NULL,,4,,"As tongues, but you may divide the duration among creatures touched.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tongues, Communal",1426,NULL,,,,,0
Touch Injection,transmutation,,,"alchemist 2, sorcerer/wizard 3",1 standard action,"V, S",0,personal,,,,1 hour/level,0,0,none,no,"You must hold an elixir, infused extract, poison, or potion in hand as you cast this spell. The held substance drains from its container into a magical sac in your body. While the spell lasts, you can deliver the substance with a mere touch. To do so to an opponent, you must make a successful melee touch attack. If you hit, the substance takes effect immediately, despite any onset period, and that opponent receives the normal saving throw (if any) against the substance. If you miss, the substance remains in the magical sac for you to use later. This spell protects you from poison in the sac, but unless you have the poison use class feature, you suffer a 5% chance of exposing yourself to the poison when you first cast the spell. If you roll a natural 1 while attempting to inject the poison into an enemy, you are exposed to it.","<p>You must hold an elixir, infused extract, poison, or potion in hand as you cast this spell. The held substance drains from its container into a magical sac in your body. While the spell lasts, you can deliver the substance with a mere touch. To do so to an opponent, you must make a successful melee touch attack. If you hit, the substance takes effect immediately, despite any onset period, and that opponent receives the normal saving throw (if any) against the substance. If you miss, the substance remains in the magical sac for you to use later. This spell protects you from poison in the sac, but unless you have the poison use class feature, you suffer a 5% chance of exposing yourself to the poison when you first cast the spell. If you roll a natural 1 while attempting to inject the poison into an enemy, you are exposed to it.</p>",Ultimate Combat,1,1,0,0,0,3,3,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,,3,,"You can deliver an infusion, elixir, poison, or potion as a touch attack.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Touch Injection,1427,NULL,,,"Add half your tier to the DC of a poison or potion you inject into another creature with this spell. If you do this with a substance that grants a skill bonus, add your tier to that skill bonus.",,1
Twisted Space,transmutation,,,"magus 2, sorcerer/wizard 2, summoner 2",1 standard action,"V, S, M (a length of wire bent into a circle)",0,close (25 ft. + 5 ft./2 levels),,,one creature,1 round,0,0,Will negates,yes,"You distort the space around a creature, twisting the path of its melee attacks unpredictably, but always toward a nearby creature that the target threatens. Until the start of your next turn, melee attacks made by the target creature affect a random target instead of their intended target.","<p>You distort the space around a creature, twisting the path of its melee attacks unpredictably, but always toward a nearby creature that the target threatens. Until the start of your next turn, melee attacks made by the target creature affect a random target instead of their intended target.</p>",Ultimate Combat,1,1,1,0,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,2,,2,,Targeted creature's attacks target a random square instead of the intended target.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Twisted Space,1428,NULL,,,,,0
Unerring Weapon,transmutation,,,"inquisitor 1, magus 1, sorcerer/wizard 1, witch 1",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"one weapon or 20 projectiles, all of which must be together at the time of casting",1 round/level,0,0,"Will negates (harmless, object)","yes (harmless, object)","This spell causes a weapon to veer closer to vital areas, improving the result of a critical threat. This transmutation grants a +2 bonus on attack rolls to confirm critical hits plus 1 additional bonus point per four caster levels (maximum total bonus +7). If the spell is cast on projectiles, the effect ends on a specific projectile whenever that projectile is used to make an attack, regardless of whether the attack hits. For this spell, shuriken are considered projectiles.","<p>This spell causes a weapon to veer closer to vital areas, improving the result of a critical threat. This transmutation grants a +2 bonus on attack rolls to confirm critical hits plus 1 additional bonus point per four caster levels (maximum total bonus +7). If the spell is cast on projectiles, the effect ends on a specific projectile whenever that projectile is used to make an attack, regardless of whether the attack hits. For this spell, shuriken are considered projectiles.</p>",Ultimate Combat,1,1,0,0,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,,1,,"Grants a +2 bonus, +1 per four caster levels, on attack rolls to confirm a critical hit.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unerring Weapon,1429,NULL,,,,,0
Viper Bomb Admixture,conjuration,creation,,alchemist 4,1 standard action,"V, S",0,personal,,,you,1 round/level,0,0,,,"Upon drinking an extract created with this formula, you make a significant change to your magical reserve that modifies the nature of all bombs you create and throw during this extract's duration. This effect on your magical reserve has no effect on any discoveries that you use to modify your bombs, but you can only have one admixture effect (formula with the word ""bomb admixture"" in its title) active at a time. If you drink another bomb admixture, the effects of the former bomb admixture end and the new one becomes active. When you throw a bomb and hit a target directly, up to four vipers are released from the bomb. One viper attacks the target of the direct hit, and the other vipers attack up to three creatures that take damage from the splash damage. The vipers make melee touch attacks (using your base attack bonus + Intelligence modifier) and on a hit deal 1d4 + your Intelligence modifier damage, and the target is poisoned as if by a venomous snake (Pathfinder RPG Bestiary 255). Hit or miss, the conjured vipers disappear after they make the attack. The conjured snakes are not damaged or adversely affected by the bombs you throw.","<p>Upon drinking an extract created with this formula, you make a significant change to your magical reserve that modifies the nature of all bombs you create and throw during this extract's duration. This effect on your magical reserve has no effect on any discoveries that you use to modify your bombs, but you can only have one admixture effect (formula with the word ""bomb admixture"" in its title) active at a time. If you drink another bomb admixture, the effects of the former bomb admixture end and the new one becomes active. When you throw a bomb and hit a target directly, up to four vipers are released from the bomb. One viper attacks the target of the direct hit, and the other vipers attack up to three creatures that take damage from the splash damage. The vipers make melee touch attacks (using your base attack bonus + Intelligence modifier) and on a hit deal 1d4 + your Intelligence modifier damage, and the target is poisoned as if by a venomous snake (<i>Pathfinder RPG Bestiary</i> 255). Hit or miss, the conjured vipers disappear after they make the attack. The conjured snakes are not damaged or adversely affected by the bombs you throw.</p>",Ultimate Combat,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,,4,,Empowers bombs you throw to summon poisonous biting vipers that bite those hit or splashed by the bomb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viper Bomb Admixture,1430,NULL,,,,,0
